id,age,job,marital,education,credit_default,housing,loan
629,40,technician,married,professional_course,no,no,no
630,34,technician,married,university_degree,no,no,no
631,30,admin,single,university_degree,no,no,no
632,38,services,married,basic_6y,no,no,no
633,55,management,single,basic_4y,no,no,no
634,55,management,married,university_degree,unknown,yes,no
635,45,technician,single,professional_course,no,yes,no
636,36,admin,married,university_degree,no,yes,yes
637,32,admin,single,university_degree,no,no,no
638,35,technician,married,,unknown,yes,no
639,55,management,divorced,university_degree,no,yes,no
640,49,housemaid,married,basic_4y,unknown,unknown,unknown
641,29,admin,married,high_school,no,yes,no
642,34,blue-collar,married,basic_4y,no,yes,no
643,54,retired,married,high_school,unknown,yes,no
644,36,technician,single,professional_course,no,no,no
645,30,management,single,university_degree,no,yes,no
646,33,housemaid,divorced,university_degree,no,no,no
647,37,blue-collar,married,high_school,no,no,no
648,36,technician,married,basic_9y,unknown,yes,no
649,33,blue-collar,married,high_school,no,no,no
650,32,housemaid,married,high_school,no,yes,no
651,32,housemaid,married,high_school,no,no,no
652,50,blue-collar,married,basic_4y,unknown,yes,no
653,39,blue-collar,married,basic_9y,no,no,yes
654,51,blue-collar,divorced,,unknown,yes,yes
655,33,services,married,high_school,no,no,no
656,33,services,married,basic_4y,no,no,no
657,56,management,married,university_degree,unknown,no,yes
658,39,management,divorced,university_degree,unknown,yes,no
659,33,self-employed,single,university_degree,no,no,no
660,59,retired,divorced,basic_4y,unknown,no,no
661,42,admin,single,,no,yes,no
662,43,services,married,high_school,no,no,yes
663,35,admin,married,university_degree,no,unknown,unknown
664,46,blue-collar,married,basic_6y,unknown,yes,no
665,27,technician,married,basic_9y,no,no,yes
666,47,admin,divorced,university_degree,no,yes,no
667,31,admin,single,university_degree,no,no,no
668,32,blue-collar,married,basic_9y,no,yes,no
669,54,admin,married,high_school,no,no,no
670,56,management,married,university_degree,unknown,no,no
671,48,services,single,high_school,unknown,yes,no
672,44,admin,married,high_school,no,yes,no
673,46,admin,married,high_school,no,no,yes
674,45,services,married,high_school,no,yes,no
675,43,admin,married,professional_course,no,no,yes
676,40,admin,single,high_school,unknown,no,no
677,56,management,married,university_degree,no,yes,no
678,47,entrepreneur,married,professional_course,no,no,no
679,39,management,divorced,university_degree,unknown,yes,no
680,48,technician,married,basic_4y,unknown,no,no
681,45,housemaid,married,professional_course,unknown,yes,no
682,36,self-employed,married,university_degree,no,no,no
683,49,management,married,professional_course,unknown,yes,no
684,46,services,married,high_school,no,no,no
685,38,blue-collar,married,basic_9y,no,yes,no
686,50,housemaid,married,basic_4y,unknown,yes,no
687,27,admin,single,high_school,no,yes,no
688,40,technician,married,professional_course,unknown,yes,no
689,46,management,married,university_degree,no,yes,no
690,40,admin,divorced,university_degree,no,yes,no
691,33,management,single,university_degree,no,no,no
692,54,retired,married,high_school,no,yes,no
693,52,blue-collar,married,basic_4y,unknown,yes,no
694,53,admin,married,university_degree,unknown,yes,no
695,49,services,married,high_school,unknown,no,no
696,42,blue-collar,married,basic_4y,unknown,no,no
697,49,housemaid,married,basic_4y,no,no,no
698,40,entrepreneur,married,basic_9y,no,no,no
699,59,admin,married,university_degree,unknown,no,no
700,51,self-employed,married,basic_9y,no,yes,no
701,57,housemaid,married,basic_6y,unknown,yes,no
702,38,self-employed,divorced,basic_9y,no,yes,no
703,52,self-employed,married,university_degree,no,no,no
704,26,unemployed,single,basic_9y,no,yes,no
705,35,admin,married,university_degree,no,yes,yes
706,51,admin,married,university_degree,no,no,no
707,43,blue-collar,married,basic_4y,unknown,yes,yes
708,42,admin,married,high_school,unknown,yes,no
709,60,retired,divorced,university_degree,unknown,yes,no
710,36,blue-collar,married,basic_9y,no,yes,no
711,57,management,married,university_degree,unknown,no,no
712,35,student,single,university_degree,unknown,no,no
713,30,admin,married,university_degree,no,no,no
714,43,services,married,high_school,no,no,no
715,40,technician,married,basic_9y,no,no,no
716,45,technician,married,university_degree,no,no,no
717,56,retired,married,high_school,no,no,no
718,46,services,married,basic_6y,no,no,no
719,41,blue-collar,married,basic_4y,no,yes,no
720,42,admin,married,university_degree,no,yes,no
721,56,blue-collar,married,basic_4y,no,no,no
722,43,entrepreneur,married,basic_4y,no,yes,no
723,34,blue-collar,married,basic_4y,no,no,no
724,38,services,married,high_school,no,yes,no
725,40,technician,married,basic_9y,no,no,no
726,38,admin,married,high_school,no,no,no
727,48,entrepreneur,married,university_degree,no,yes,no
728,27,blue-collar,married,basic_9y,unknown,yes,no
729,24,technician,single,professional_course,no,no,no
730,47,admin,single,,unknown,yes,yes
731,48,blue-collar,married,professional_course,unknown,no,no
732,31,admin,single,high_school,no,yes,yes
733,39,self-employed,single,basic_4y,unknown,yes,no
734,41,technician,single,university_degree,unknown,no,no
735,49,blue-collar,married,basic_4y,unknown,yes,no
736,56,retired,married,basic_4y,no,no,no
737,49,admin,married,high_school,no,no,no
738,47,unemployed,divorced,university_degree,no,no,no
739,44,blue-collar,married,,unknown,yes,no
740,48,admin,divorced,high_school,no,no,no
741,55,housemaid,married,basic_4y,no,yes,yes
742,59,management,married,basic_4y,unknown,yes,no
743,44,technician,single,professional_course,no,yes,yes
744,46,blue-collar,married,basic_9y,no,no,yes
745,39,blue-collar,divorced,basic_6y,unknown,yes,no
746,38,unemployed,married,basic_4y,unknown,yes,yes
747,36,services,married,high_school,no,yes,no
748,29,admin,single,university_degree,no,no,no
749,31,technician,single,professional_course,no,yes,no
750,30,services,divorced,basic_9y,no,no,yes
751,36,blue-collar,married,basic_4y,no,yes,no
752,60,blue-collar,married,professional_course,no,no,no
753,36,admin,married,university_degree,no,yes,no
754,32,services,married,high_school,no,no,no
755,39,blue-collar,married,basic_9y,unknown,yes,no
756,30,services,married,university_degree,no,yes,no
757,39,blue-collar,married,basic_4y,unknown,no,no
758,37,blue-collar,married,basic_9y,unknown,yes,no
759,39,blue-collar,married,professional_course,unknown,yes,no
760,46,blue-collar,married,basic_4y,no,no,no
761,43,unemployed,married,basic_4y,no,no,no
762,37,services,married,high_school,no,yes,no
763,30,technician,married,university_degree,unknown,no,no
764,38,technician,married,professional_course,no,no,no
765,31,technician,married,university_degree,no,yes,no
766,44,admin,married,university_degree,no,no,no
767,44,self-employed,married,university_degree,unknown,no,no
768,38,technician,married,,unknown,unknown,unknown
769,30,student,single,high_school,unknown,no,no
770,37,blue-collar,married,basic_4y,unknown,unknown,unknown
771,54,housemaid,divorced,,no,yes,no
772,41,management,married,,unknown,yes,no
773,43,technician,married,professional_course,no,no,no
774,38,housemaid,married,basic_9y,no,no,no
775,41,blue-collar,married,basic_4y,no,yes,no
776,38,blue-collar,single,,unknown,no,yes
777,33,blue-collar,married,basic_9y,no,unknown,unknown
778,32,admin,married,high_school,no,yes,no
779,30,services,married,high_school,unknown,no,no
780,43,technician,married,basic_6y,no,yes,no
781,30,services,married,high_school,unknown,yes,no
782,36,technician,divorced,professional_course,no,no,no
783,38,blue-collar,married,basic_6y,no,unknown,unknown
784,35,blue-collar,single,basic_6y,no,yes,no
785,50,self-employed,married,university_degree,no,no,no
786,38,blue-collar,married,basic_9y,no,yes,no
787,58,admin,married,basic_4y,unknown,no,yes
788,50,technician,married,professional_course,no,yes,no
789,33,blue-collar,single,basic_9y,unknown,no,no
790,33,blue-collar,single,basic_9y,unknown,unknown,unknown
791,44,management,single,university_degree,unknown,yes,yes
792,31,management,married,high_school,no,no,no
793,40,entrepreneur,married,basic_9y,no,no,no
794,28,unknown,single,basic_9y,unknown,no,no
795,36,services,single,,no,yes,no
796,44,blue-collar,single,high_school,no,no,no
797,38,blue-collar,divorced,,no,yes,no
798,33,blue-collar,married,basic_9y,no,unknown,unknown
799,39,blue-collar,divorced,basic_6y,unknown,yes,yes
800,47,blue-collar,single,basic_4y,unknown,yes,no
801,47,services,divorced,high_school,no,no,no
802,35,entrepreneur,single,professional_course,no,no,no
803,42,admin,divorced,university_degree,no,no,no
804,36,admin,married,high_school,no,no,no
805,35,technician,married,basic_6y,no,no,no
806,36,services,single,,no,yes,no
807,56,entrepreneur,married,university_degree,unknown,yes,no
808,26,admin,single,high_school,no,no,no
809,31,admin,single,university_degree,no,yes,yes
810,57,self-employed,single,high_school,unknown,no,no
811,39,services,married,high_school,no,no,no
812,43,blue-collar,married,high_school,no,yes,no
813,50,admin,married,university_degree,no,no,no
814,52,blue-collar,single,high_school,unknown,unknown,unknown
815,39,blue-collar,divorced,basic_9y,no,no,no
816,44,technician,single,,unknown,yes,no
817,36,housemaid,married,basic_4y,no,yes,no
818,54,management,married,high_school,unknown,yes,no
819,27,admin,single,basic_9y,no,yes,no
820,31,admin,single,university_degree,no,no,no
821,31,admin,married,university_degree,unknown,no,no
822,28,blue-collar,married,basic_6y,no,no,no
823,31,management,single,university_degree,no,yes,no
824,30,management,divorced,high_school,no,no,yes
825,52,technician,married,professional_course,no,yes,no
826,37,technician,divorced,professional_course,no,no,no
827,30,services,married,university_degree,no,yes,no
828,45,blue-collar,married,basic_9y,unknown,yes,yes
829,54,technician,married,university_degree,no,yes,no
830,49,entrepreneur,married,basic_9y,no,yes,no
831,44,admin,married,high_school,no,no,no
832,28,student,single,basic_9y,unknown,yes,yes
833,53,technician,married,high_school,no,yes,no
834,45,blue-collar,married,basic_9y,unknown,yes,no
835,45,blue-collar,married,basic_9y,unknown,no,no
836,51,admin,married,high_school,unknown,yes,no
837,41,blue-collar,married,basic_9y,unknown,yes,no
838,43,technician,married,professional_course,no,yes,no
839,31,admin,single,university_degree,no,yes,no
840,39,admin,single,,no,yes,no
841,38,technician,married,professional_course,no,no,no
842,50,entrepreneur,married,basic_9y,no,yes,yes
843,53,admin,single,university_degree,unknown,yes,no
844,44,admin,divorced,high_school,unknown,yes,no
845,53,blue-collar,married,basic_9y,unknown,yes,yes
846,24,services,single,high_school,no,no,no
847,34,admin,single,high_school,no,yes,no
848,40,technician,married,professional_course,no,yes,no
849,57,management,divorced,university_degree,no,yes,no
850,43,blue-collar,married,basic_4y,unknown,yes,no
851,31,blue-collar,married,basic_6y,unknown,no,no
852,31,services,married,basic_6y,no,yes,no
853,31,blue-collar,married,basic_6y,unknown,yes,no
854,45,housemaid,married,basic_4y,unknown,yes,no
855,38,admin,married,university_degree,no,no,no
856,41,entrepreneur,married,university_degree,no,yes,no
857,47,blue-collar,married,professional_course,unknown,yes,no
858,42,blue-collar,married,basic_6y,no,no,no
859,35,blue-collar,single,,no,yes,no
860,40,management,married,university_degree,no,yes,no
861,42,blue-collar,married,basic_6y,no,no,no
862,34,technician,married,professional_course,unknown,yes,no
863,48,admin,single,university_degree,no,yes,no
864,35,blue-collar,married,,no,yes,yes
865,33,blue-collar,married,high_school,no,yes,no
866,37,technician,married,professional_course,no,yes,no
867,43,technician,married,professional_course,no,yes,no
868,42,admin,single,,unknown,no,no
869,46,admin,divorced,university_degree,no,yes,no
870,37,blue-collar,single,basic_9y,unknown,yes,no
871,40,blue-collar,married,high_school,no,yes,no
872,40,blue-collar,married,high_school,no,yes,no
873,59,entrepreneur,divorced,high_school,unknown,yes,no
874,43,technician,single,university_degree,no,no,no
875,44,blue-collar,married,basic_6y,no,yes,yes
876,44,blue-collar,married,basic_4y,no,yes,no
877,41,admin,married,university_degree,no,yes,no
878,28,unknown,single,basic_9y,unknown,yes,no
879,48,services,married,high_school,unknown,yes,no
880,31,admin,single,high_school,no,yes,no
881,27,blue-collar,married,basic_9y,no,yes,no
882,43,technician,single,university_degree,no,yes,no
883,47,retired,married,basic_4y,unknown,yes,no
884,40,blue-collar,divorced,,no,yes,no
885,43,unknown,married,high_school,unknown,no,no
886,29,technician,married,professional_course,no,yes,no
887,54,admin,married,university_degree,no,no,no
888,36,technician,married,professional_course,no,no,no
889,30,admin,single,university_degree,no,no,no
890,38,services,single,,unknown,yes,no
891,39,blue-collar,married,basic_6y,no,no,no
892,33,blue-collar,married,basic_9y,no,no,no
893,39,retired,single,high_school,no,yes,no
894,38,technician,single,professional_course,no,no,no
895,44,admin,married,high_school,no,yes,no
896,33,blue-collar,married,basic_9y,no,yes,no
897,37,blue-collar,married,basic_6y,no,no,no
898,32,management,married,basic_6y,no,no,no
899,46,technician,married,professional_course,no,yes,no
900,34,technician,divorced,professional_course,no,yes,no
901,52,technician,married,basic_4y,unknown,no,no
902,46,blue-collar,married,basic_6y,unknown,no,no
903,57,management,divorced,university_degree,no,unknown,unknown
904,52,technician,married,basic_4y,unknown,no,yes
905,32,technician,single,professional_course,no,no,no
906,31,blue-collar,single,basic_9y,no,no,no
907,46,admin,divorced,basic_9y,unknown,no,no
908,59,services,divorced,high_school,no,no,no
909,38,blue-collar,married,,unknown,no,yes
910,42,blue-collar,divorced,basic_6y,unknown,yes,no
911,40,blue-collar,married,basic_4y,no,no,no
912,46,admin,married,professional_course,no,no,no
913,35,admin,single,high_school,no,no,no
914,28,blue-collar,married,basic_9y,no,no,yes
915,47,services,married,high_school,unknown,yes,no
916,35,blue-collar,married,basic_4y,no,yes,no
917,48,retired,married,basic_9y,no,yes,no
918,40,blue-collar,married,basic_6y,unknown,yes,no
919,32,services,single,high_school,no,yes,no
920,59,retired,divorced,basic_4y,no,yes,no
921,48,entrepreneur,married,basic_9y,unknown,no,no
922,45,blue-collar,married,basic_9y,unknown,yes,no
923,49,blue-collar,single,basic_6y,no,yes,no
924,51,admin,married,university_degree,no,yes,no
925,38,technician,single,university_degree,no,yes,no
926,53,technician,married,high_school,no,yes,no
927,49,blue-collar,married,basic_9y,no,yes,no
928,31,blue-collar,married,basic_9y,no,yes,yes
