"id","year","product_name","company","country","industry_group","weight_kg","carbon_footprint_pcf","upstream_percent_total_pcf","operations_percent_total_pcf","downstream_percent_total_pcf"
"13360-1-2014",2014,"Mobile phone","Nokia Group","Finland","Technology Hardware & Equipment",0.218,12,"54.17%","4.17%","41.67%"
"13360-2-2013",2013,"""Nokia Lumia 800. Nokia's high end smart phone, mass = 142 g including battery.""","Nokia Group","Finland","Technology Hardware & Equipment",0.142,16,"65.43%","3.70%","30.86%"
"13360-3-2013",2013,"""Nokia Asha 300. Nokia's low end device, mass = 85 g incluging battery.""","Nokia Group","Finland","Technology Hardware & Equipment",0.085,8,"37.83%","7.09%","55.08%"
"13889-10-2017",2017,"ECU","OMRON Corporation","Japan","Technology Hardware & Equipment",1.06,7.5,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"13889-11-2017",2017,"Laser radar","OMRON Corporation","Japan","Technology Hardware & Equipment",1.34,86.2,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"13889-1-2014",2014,"Blood Pressure Monitor HEM-7113","OMRON Corporation","Japan","Technology Hardware & Equipment",0.5448,28.2,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"13889-12-2017",2017,"Power window switch","OMRON Corporation","Japan","Technology Hardware & Equipment",0.45,9,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"13889-13-2017",2017,"Safety controller","OMRON Corporation","Japan","Technology Hardware & Equipment",0.42,1.617,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"13889-14-2017",2017,"Switch","OMRON Corporation","Japan","Technology Hardware & Equipment",0.25,0.069,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"13889-2-2014",2014,"Keyless Entry System for Automobiles(Transmitter + Receiver unit)","OMRON Corporation","Japan","Technology Hardware & Equipment",0.112,8.96,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"13889-4-2014",2014,"Signal Relay Type G6Zk-1F-TR","OMRON Corporation","Japan","Technology Hardware & Equipment",0.0028,0.145,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"13889-5-2017",2017,"Automotive Relay","OMRON Corporation","Japan","Technology Hardware & Equipment",0.034,3.3,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"13889-6-2017",2017,"Automotive Relay","OMRON Corporation","Japan","Technology Hardware & Equipment",0.034,1.1,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"13889-7-2017",2017,"Automotive Relay","OMRON Corporation","Japan","Technology Hardware & Equipment",0.034,0.6,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"13889-8-2017",2017,"Blood Pressure Monitor","OMRON Corporation","Japan","Technology Hardware & Equipment",0.25,28.2,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"13889-9-2017",2017,"ECU","OMRON Corporation","Japan","Technology Hardware & Equipment",1.06,7.5,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"14021-1-2013",2013,"City gas","""Osaka Gas Co., Ltd.""","Japan","Utilities",1.062,60.58,"12.51%","2.69%","84.80%"
"14021-1-2015",2015,"City gas","""Osaka Gas Co., Ltd.""","Japan","Gas Utilities",1.062,60.58,"12.51%","2.69%","84.80%"
"14021-1-2016",2016,"City gas","""Osaka Gas Co., Ltd.""","Japan","Utilities",1.062,60.64,"12.34%","1.19%","86.48%"
"14605-1-2013",2013,"Walkers Crisps 32.5 g sold in the United Kingdom","""PepsiCo, Inc.""","USA","""Food, Beverage & Tobacco""",0.0325,0.08,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"14605-1-2014",2014,"Walkers Crisps 32.5 g sold in the United Kingdom","""PepsiCo, Inc.""","USA","""Food, Beverage & Tobacco""",0.0325,0.08,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"14605-1-2015",2015,"Walkers Crisps 32.5 g sold in the United Kingdom","""PepsiCo, Inc.""","USA","Food & Beverage Processing",0.0325,0.08,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"14605-2-2013",2013,"Walkers Crisps 50g bag sold in the United Kingdom","""PepsiCo, Inc.""","USA","""Food, Beverage & Tobacco""",0.05,0.12,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"14605-2-2014",2014,"Walkers Crisps 50g bag sold in the United Kingdom","""PepsiCo, Inc.""","USA","""Food, Beverage & Tobacco""",0.05,0.12,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"14605-2-2015",2015,"Walkers Crisps 50g bag sold in the United Kingdom","""PepsiCo, Inc.""","USA","Food & Beverage Processing",0.05,0.12,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"14605-3-2013",2013,"Quaker Oats 1Kg box sold in the United Kingdom","""PepsiCo, Inc.""","USA","""Food, Beverage & Tobacco""",0.04,0.07,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"14605-3-2014",2014,"Quaker Oats 1Kg box sold in the United Kingdom","""PepsiCo, Inc.""","USA","""Food, Beverage & Tobacco""",0.04,0.07,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"14605-3-2015",2015,"Quaker Oats 1Kg box sold in the United Kingdom","""PepsiCo, Inc.""","USA","Food & Beverage Processing",0.04,0.07,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"14605-4-2013",2013,"Quaker Oats So Simple Original and Golden Syrup products","""PepsiCo, Inc.""","USA","""Food, Beverage & Tobacco""",0.324,0.65,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"14605-4-2014",2014,"Quaker Oats So Simple Original and Golden Syrup products","""PepsiCo, Inc.""","USA","""Food, Beverage & Tobacco""",0.324,0.65,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"14605-4-2015",2015,"Quaker Oats So Simple Original and Golden Syrup products","""PepsiCo, Inc.""","USA","Food & Beverage Processing",0.324,0.65,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"14697-1-2013",2013,"HH DVD","Philips & Lite-On Digital Solutions Corp.","Taiwan","Technology Hardware & Equipment",0.0907185,25.5,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"149-1-2013",2013,"power supply unit (MF6004-030L)","Acbel Polytech Inc","Taiwan","Technology Hardware & Equipment",1.8,244.09,"43.69%","46.44%","9.87%"
"15391-1-2013",2013,"CD-ROM","Quanta Storage Inc.","China","Technology Hardware & Equipment",0.0907185,1.62,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"15391-1-2014",2014,"CD-ROM","Quanta Storage Inc.","China","Technology Hardware & Equipment",0.0907185,12,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"15398-10-2014",2014,"LED Lighting","Qisda","Taiwan","Technology Hardware & Equipment",6.3,33.31,"98.38%","1.38%","0.24%"
"15398-11-2014",2014,"Projector","Qisda","Taiwan","Technology Hardware & Equipment",2.8,88.96,"87.70%","12.06%","0.24%"
"15398-1-2013",2013,"""19” LCD Monitor  Weight: 2.4Kg  Diagonal size: 19\""  Power consumption: <16.25W (on mode), <0.72W (power saving mode), <0.53W (off mode) Excluded from the study of carbon footprint of product were CD、Manual and Quick Start Guide""","Qisda","Taiwan","Technology Hardware & Equipment",2.4,70.02,"98.40%","1.29%","0.31%"
"15398-12-2014",2014,"Mobile Phone","Qisda","Taiwan","Technology Hardware & Equipment",0.31,19.38,"88.18%","11.71%","0.10%"
"15398-13-2015",2015,"Monitor","Qisda","Taiwan","Technology Hardware & Equipment",7.4,66.19,"97.21%","2.24%","0.56%"
"15398-13-2016",2016,"Monitor","Qisda","Taiwan","Technology Hardware & Equipment",5.8,74.83,"97.06%","1.56%","1.38%"
"15398-14-2015",2015,"Projector","Qisda","Taiwan","Technology Hardware & Equipment",3.4,83.18,"98.41%","1.27%","0.31%"
"15398-14-2016",2016,"Projector","Qisda","Taiwan","Technology Hardware & Equipment",4.4,99.68,"97.26%","2.41%","0.33%"
"15398-15-2015",2015,"Mobile Phone","Qisda","Taiwan","Technology Hardware & Equipment",0.35,53.36,"99.40%","0.06%","0.54%"
"15398-15-2016",2016,"Mobile Phone","Qisda","Taiwan","Technology Hardware & Equipment",0.35,16.21,"99.38%","0.43%","0.19%"
"15398-16-2015",2015,"LED Lighting","Qisda","Taiwan","Technology Hardware & Equipment",8.2,69.12,"82.96%","16.88%","0.16%"
"15398-16-2016",2016,"LED Lighting","Qisda","Taiwan","Technology Hardware & Equipment",5.8,24.04,"90.10%","9.57%","0.33%"
"15398-17-2015",2015,"Industrial Solutions","Qisda","Taiwan","Technology Hardware & Equipment",14.2,146.41,"96.88%","2.70%","0.42%"
"15398-18-2016",2016,"Industrial Solutions","Qisda","Taiwan","Technology Hardware & Equipment",7,66.16,"89.48%","10.02%","0.50%"
"15398-2-2013",2013,"Projector  Weight: 7.5Kg Lamp: 24 pcs laser with phosphor Excluded from the study of carbon footprint of product were CD、Manual and Quick Start Guide.","Qisda","Taiwan","Technology Hardware & Equipment",7.5,182.927,"99.17%","0.52%","0.31%"
"15398-3-2013",2013,"Mobile phone Weight: 0.11kg Screen Diagonal: 3.7\" WVGA (800*480) 16M Color TFT-LCD Power Consumption: Standby time(1300m Ah): Up to 4 hrs depends on real-network Excluded from the study of carbon footprint of product were CD、Manual and Quick Start Guide.","Qisda","Taiwan","Technology Hardware & Equipment",0.11,18.756,"69.15%","30.81%","0.04%"
"15398-4-2013",2013,"Digital Photo Frame Weight: 0.8 kg Diagonal size: 7D Overall Dimension: 238*202*39.7mm Excluded from the study of carbon footprint of product were CD、Manual and Quick Start Guide.","Qisda","Taiwan","Technology Hardware & Equipment",0.8,25.517,"98.43%","1.33%","0.24%"
"15398-5-2013",2013,"Scanner  Weight: 1.4 kg Power supply: 12V/1.5A Excluded from the study of carbon footprint of product were CD、Manual and Quick Start Guide.","Qisda","Taiwan","Technology Hardware & Equipment",1.4,20.886,"95.47%","4.52%","0.01%"
"15398-6-2014",2014,"Monitor","Qisda","Taiwan","Technology Hardware & Equipment",11,105.56,"96.47%","3.01%","0.52%"
"15398-7-2014",2014,"42' Industrial Solutions","Qisda","Taiwan","Technology Hardware & Equipment",23,174.46,"96.89%","1.71%","1.39%"
"15398-8-2014",2014,"Mobile Infotainment","Qisda","Taiwan","Technology Hardware & Equipment",0.7,25.72,"97.20%","2.60%","0.19%"
"15398-9-2014",2014,"Surveillance Camera & Products","Qisda","Taiwan","Technology Hardware & Equipment",0.162,6.13,"90.38%","8.81%","0.82%"
"15673-1-2013",2013,"BlackBerry Bold 9900","BlackBerry Limited","Canada","Telecommunication Services",0.13,52.2,"44.18%","16.85%","38.96%"
"15673-2-2014",2014,"BlackBerry Z10","BlackBerry Limited","Canada","Technology Hardware & Equipment",0.1375,57.1,"45.69%","17.43%","36.88%"
"15673-3-2015",2015,"BlackBerry Passport","BlackBerry Limited","Canada","Technology Hardware & Equipment",0.205,65.1,"43.73%","16.68%","39.59%"
